,Timestamp,ID-Node,Rack,Midplane,Node,Card,Card type,Message,Tuple
90,1128801670,R66-M0-N6,R66,M0,N6,J02-U01,computation, machine check interrupt,9
91,1128801671,R66-M0-N6,R66,M0,N6,J02-U01,computation, instruction address: 0x001e2b60,9
92,1128801671,R66-M0-N6,R66,M0,N6,J02-U01,computation, machine check status register: 0x81000000,9
93,1128801671,R66-M0-N6,R66,M0,N6,J02-U01,computation, summary...........................1,9
94,1128801672,R66-M0-N6,R66,M0,N6,J02-U01,computation, instruction plb error.............0,9
95,1128801672,R66-M0-N6,R66,M0,N6,J02-U01,computation, data read plb error...............0,9
96,1128801672,R66-M0-N6,R66,M0,N6,J02-U01,computation, data write plb error..............0,9
97,1128801672,R66-M0-N6,R66,M0,N6,J02-U01,computation, tlb error.........................0,9
98,1128801673,R66-M0-N6,R66,M0,N6,J02-U01,computation, i-cache parity error..............0,9
99,1128801673,R66-M0-N6,R66,M0,N6,J02-U01,computation, d-cache search parity error.......0,9
100,1128801673,R66-M0-N6,R66,M0,N6,J02-U01,computation, d-cache flush parity error........1,9
101,1128801673,R66-M0-N6,R66,M0,N6,J02-U01,computation, imprecise machine check...........0,9
102,1128801674,R66-M0-N6,R66,M0,N6,J02-U01,computation, machine state register: 0x0002f900,9
103,1128801675,R66-M0-N6,R66,M0,N6,J02-U01,computation, wait state enable.................0,9
104,1128801676,R66-M0-N6,R66,M0,N6,J02-U01,computation, critical input interrupt enable...1,9
105,1128801680,R66-M0-N6,R66,M0,N6,J02-U01,computation, external input interrupt enable...1,9
106,1128801686,R66-M0-N6,R66,M0,N6,J02-U01,computation, problem state (0=sup,9
107,1128801696,R66-M0-N6,R66,M0,N6,J02-U01,computation, floating point instr. enabled.....1,9
108,1128801708,R66-M0-N6,R66,M0,N6,J02-U01,computation, machine check enable..............1,9
109,1128801722,R66-M0-N6,R66,M0,N6,J02-U01,computation, floating pt ex mode 0 enable......1,9
110,1128844147,R37-M1-N6,R37,M1,N6,J09-U11,computation, machine check interrupt,10
111,1128844147,R37-M1-N6,R37,M1,N6,J09-U11,computation, instruction address: 0x00016f20,10
112,1128844148,R37-M1-N6,R37,M1,N6,J09-U11,computation, machine check status register: 0x81000000,10
113,1128844148,R37-M1-N6,R37,M1,N6,J09-U11,computation, summary...........................1,10
114,1128844148,R37-M1-N6,R37,M1,N6,J09-U11,computation, instruction plb error.............0,10
115,1128844148,R37-M1-N6,R37,M1,N6,J09-U11,computation, data read plb error...............0,10
116,1128844149,R37-M1-N6,R37,M1,N6,J09-U11,computation, data write plb error..............0,10
117,1128844149,R37-M1-N6,R37,M1,N6,J09-U11,computation, tlb error.........................0,10
118,1128844149,R37-M1-N6,R37,M1,N6,J09-U11,computation, i-cache parity error..............0,10
119,1128844150,R37-M1-N6,R37,M1,N6,J09-U11,computation, d-cache search parity error.......0,10
120,1128844150,R37-M1-N6,R37,M1,N6,J09-U11,computation, d-cache flush parity error........1,10
121,1128844150,R37-M1-N6,R37,M1,N6,J09-U11,computation, imprecise machine check...........0,10
122,1128844150,R37-M1-N6,R37,M1,N6,J09-U11,computation, machine state register: 0x00003000,10
123,1128844151,R37-M1-N6,R37,M1,N6,J09-U11,computation, wait state enable.................0,10
124,1128844151,R37-M1-N6,R37,M1,N6,J09-U11,computation, critical input interrupt enable...0,10
125,1128844151,R37-M1-N6,R37,M1,N6,J09-U11,computation, external input interrupt enable...0,10
126,1128844157,R37-M1-N6,R37,M1,N6,J09-U11,computation, problem state (0=sup,10
127,1128844172,R37-M1-N6,R37,M1,N6,J09-U11,computation, floating point instr. enabled.....1,10
128,1128844195,R37-M1-N6,R37,M1,N6,J09-U11,computation, machine check enable..............1,10
129,1128854898,R12-M1-N3,R12,M1,N3,J15-U11,computation, machine check interrupt,11
130,1128854899,R12-M1-N3,R12,M1,N3,J15-U11,computation, instruction address: 0x001e411c,11
131,1128854899,R12-M1-N3,R12,M1,N3,J15-U11,computation, machine check status register: 0x81000000,11
132,1128854899,R12-M1-N3,R12,M1,N3,J15-U11,computation, summary...........................1,11
133,1128854899,R12-M1-N3,R12,M1,N3,J15-U11,computation, instruction plb error.............0,11
134,1128854900,R12-M1-N3,R12,M1,N3,J15-U11,computation, data read plb error...............0,11
135,1128854900,R12-M1-N3,R12,M1,N3,J15-U11,computation, data write plb error..............0,11
136,1128854900,R12-M1-N3,R12,M1,N3,J15-U11,computation, tlb error.........................0,11
137,1128854900,R12-M1-N3,R12,M1,N3,J15-U11,computation, i-cache parity error..............0,11
138,1128854901,R12-M1-N3,R12,M1,N3,J15-U11,computation, d-cache search parity error.......0,11
139,1128854901,R12-M1-N3,R12,M1,N3,J15-U11,computation, d-cache flush parity error........1,11
140,1128854901,R12-M1-N3,R12,M1,N3,J15-U11,computation, imprecise machine check...........0,11
141,1128854901,R12-M1-N3,R12,M1,N3,J15-U11,computation, machine state register: 0x0000f000,11
142,1128854902,R12-M1-N3,R12,M1,N3,J15-U11,computation, wait state enable.................0,11
143,1128854902,R12-M1-N3,R12,M1,N3,J15-U11,computation, critical input interrupt enable...0,11
144,1128854902,R12-M1-N3,R12,M1,N3,J15-U11,computation, external input interrupt enable...1,11
145,1128854902,R12-M1-N3,R12,M1,N3,J15-U11,computation, problem state (0=sup,11
146,1128854903,R12-M1-N3,R12,M1,N3,J15-U11,computation, floating point instr. enabled.....1,11
147,1128854903,R12-M1-N3,R12,M1,N3,J15-U11,computation, machine check enable..............1,11
148,1128854904,R12-M1-N3,R12,M1,N3,J15-U11,computation, floating pt ex mode 0 enable......0,11
149,1128854909,R12-M1-N3,R12,M1,N3,J15-U11,computation, debug wait enable.................0,11
150,1128854925,R12-M1-N3,R12,M1,N3,J15-U11,computation, debug interrupt enable............0,11
151,1128854948,R12-M1-N3,R12,M1,N3,J15-U11,computation, floating pt ex mode 1 enable......0,11
152,1128854975,R12-M1-N3,R12,M1,N3,J15-U11,computation, instruction address space.........0,12
153,1128867768,R01-M0-ND,R01,M0,ND,J17-U11,computation, machine check interrupt (bit=0x1d): L2 dcache unit data parity error,13
154,1128867769,R01-M0-ND,R01,M0,ND,J17-U11,computation, instruction address: 0x001e4124,13
155,1128867769,R01-M0-ND,R01,M0,ND,J17-U11,computation, machine check status register: 0x91800000,13
156,1128867769,R01-M0-ND,R01,M0,ND,J17-U11,computation, summary...........................1,13
157,1128867769,R01-M0-ND,R01,M0,ND,J17-U11,computation, instruction plb error.............0,13
158,1128867770,R01-M0-ND,R01,M0,ND,J17-U11,computation, data read plb error...............0,13
159,1128867770,R01-M0-ND,R01,M0,ND,J17-U11,computation, data write plb error..............1,13
160,1128867770,R01-M0-ND,R01,M0,ND,J17-U11,computation, tlb error.........................0,13
161,1128867770,R01-M0-ND,R01,M0,ND,J17-U11,computation, i-cache parity error..............0,13
162,1128867771,R01-M0-ND,R01,M0,ND,J17-U11,computation, d-cache search parity error.......0,13
163,1128867771,R01-M0-ND,R01,M0,ND,J17-U11,computation, d-cache flush parity error........1,13
164,1128867771,R01-M0-ND,R01,M0,ND,J17-U11,computation, imprecise machine check...........1,13
165,1128867773,R01-M0-ND,R01,M0,ND,J17-U11,computation, machine state register: 0x0002f900,13
166,1128867782,R01-M0-ND,R01,M0,ND,J17-U11,computation, wait state enable.................0,13
167,1128867802,R01-M0-ND,R01,M0,ND,J17-U11,computation, critical input interrupt enable...1,13
168,1128867826,R01-M0-ND,R01,M0,ND,J17-U11,computation, external input interrupt enable...1,13
169,1128867851,R01-M0-ND,R01,M0,ND,J17-U11,computation, problem state (0=sup,14
170,1128868257,R27-M1-N8,R27,M1,N8,J10-U01,computation, machine check interrupt (bit=0x06): L3 major internal error,15
171,1128894889,R45-M1-NC,R45,M1,NC,J14-U01,computation, machine check interrupt,16
172,1128894889,R45-M1-NC,R45,M1,NC,J14-U01,computation, instruction address: 0x0023d160,16
173,1128894890,R45-M1-NC,R45,M1,NC,J14-U01,computation, machine check status register: 0x82000000,16
174,1128894890,R45-M1-NC,R45,M1,NC,J14-U01,computation, summary...........................1,16
175,1128894890,R45-M1-NC,R45,M1,NC,J14-U01,computation, instruction plb error.............0,16
176,1128894890,R45-M1-NC,R45,M1,NC,J14-U01,computation, data read plb error...............0,16
177,1128894891,R45-M1-NC,R45,M1,NC,J14-U01,computation, data write plb error..............0,16
178,1128894891,R45-M1-NC,R45,M1,NC,J14-U01,computation, tlb error.........................0,16
179,1128894891,R45-M1-NC,R45,M1,NC,J14-U01,computation, i-cache parity error..............0,16
180,1128894891,R45-M1-NC,R45,M1,NC,J14-U01,computation, d-cache search parity error.......1,16
181,1128894892,R45-M1-NC,R45,M1,NC,J14-U01,computation, d-cache flush parity error........0,16
182,1128894892,R45-M1-NC,R45,M1,NC,J14-U01,computation, imprecise machine check...........0,16
183,1128894892,R45-M1-NC,R45,M1,NC,J14-U01,computation, machine state register: 0x0002f900,16
184,1128894892,R45-M1-NC,R45,M1,NC,J14-U01,computation, wait state enable.................0,16
185,1128894893,R45-M1-NC,R45,M1,NC,J14-U01,computation, critical input interrupt enable...1,16
186,1128894893,R45-M1-NC,R45,M1,NC,J14-U01,computation, external input interrupt enable...1,16
187,1128894898,R45-M1-NC,R45,M1,NC,J14-U01,computation, problem state (0=sup,16
188,1128894912,R45-M1-NC,R45,M1,NC,J14-U01,computation, floating point instr. enabled.....1,16
189,1128894935,R45-M1-NC,R45,M1,NC,J14-U01,computation, machine check enable..............1,16
190,1128894963,R45-M1-NC,R45,M1,NC,J14-U01,computation, floating pt ex mode 0 enable......1,17
191,1128925138,R76-M0-N4,R76,M0,N4,J04-U11,computation, machine check interrupt,18
192,1128925138,R76-M0-N4,R76,M0,N4,J04-U11,computation, instruction address: 0x00016f20,18
193,1128925138,R76-M0-N4,R76,M0,N4,J04-U11,computation, machine check status register: 0x81000000,18
194,1128925138,R76-M0-N4,R76,M0,N4,J04-U11,computation, summary...........................1,18
195,1128925139,R76-M0-N4,R76,M0,N4,J04-U11,computation, instruction plb error.............0,18
196,1128925139,R76-M0-N4,R76,M0,N4,J04-U11,computation, data read plb error...............0,18
197,1128925139,R76-M0-N4,R76,M0,N4,J04-U11,computation, data write plb error..............0,18
198,1128925139,R76-M0-N4,R76,M0,N4,J04-U11,computation, tlb error.........................0,18
199,1128925140,R76-M0-N4,R76,M0,N4,J04-U11,computation, i-cache parity error..............0,18
200,1128925140,R76-M0-N4,R76,M0,N4,J04-U11,computation, d-cache search parity error.......0,18
201,1128925140,R76-M0-N4,R76,M0,N4,J04-U11,computation, d-cache flush parity error........1,18
202,1128925140,R76-M0-N4,R76,M0,N4,J04-U11,computation, imprecise machine check...........0,18
203,1128925141,R76-M0-N4,R76,M0,N4,J04-U11,computation, machine state register: 0x00003000,18
204,1128925141,R76-M0-N4,R76,M0,N4,J04-U11,computation, wait state enable.................0,18
205,1128925141,R76-M0-N4,R76,M0,N4,J04-U11,computation, critical input interrupt enable...0,18
206,1128925142,R76-M0-N4,R76,M0,N4,J04-U11,computation, external input interrupt enable...0,18
207,1128925143,R76-M0-N4,R76,M0,N4,J04-U11,computation, problem state (0=sup,18
208,1128925163,R76-M0-N4,R76,M0,N4,J04-U11,computation, floating point instr. enabled.....1,18
209,1128925189,R76-M0-N4,R76,M0,N4,J04-U11,computation, machine check enable..............1,19
210,1128925222,R76-M0-N4,R76,M0,N4,J04-U11,computation, floating pt ex mode 0 enable......0,20
211,1128951960,R44-M1-N1,R44,M1,N1,J09-U11,computation, Target=ido://FF:F2:9F:16:BB:5E:00:0D:60:E9:44:A1/JTAG/0 Message=ScomError,21
212,1128952075,R44-M1-N1,R44,M1,N1,J09-U11,computation, Target=ido://FF:F2:9F:16:BB:5E:00:0D:60:E9:44:A1/JTAG/0 Message=Invalid JtagId = ffffffff,22
213,1128952191,R44-M1-N1,R44,M1,N1,J09-U11,computation, Target=ido://FF:F2:9F:16:BB:5E:00:0D:60:E9:44:A1/JTAG/0 Message=Invalid JtagId = ffffffff,23
214,1128952306,R44-M1-N1,R44,M1,N1,J09-U11,computation, Target=ido://FF:F2:9F:16:BB:5E:00:0D:60:E9:44:A1/JTAG/0 Message=Invalid JtagId = ffffffff,24
215,1128954084,R44-M1-N1,R44,M1,N1,J09-U11,computation, Target=ido://FF:F2:9F:16:BB:5E:00:0D:60:E9:44:A1/JTAG/0 Message=Invalid JtagId = ffffffff,25
216,1128954170,R44-M1-N1,R44,M1,N1,J09-U11,computation, Target=ido://FF:F2:9F:16:BB:5E:00:0D:60:E9:44:A1/JTAG/0 Message=Invalid JtagId = ffffffff,26
217,1128954255,R44-M1-N1,R44,M1,N1,J09-U11,computation, Target=ido://FF:F2:9F:16:BB:5E:00:0D:60:E9:44:A1/JTAG/0 Message=Invalid JtagId = ffffffff,27
218,1128954340,R44-M1-N1,R44,M1,N1,J09-U11,computation, Target=ido://FF:F2:9F:16:BB:5E:00:0D:60:E9:44:A1/JTAG/0 Message=Invalid JtagId = ffffffff,28
219,1128970689,R10-M1-N6,R10,M1,N6,J14-U01,computation, machine check interrupt (bit=0x1d): L2 dcache unit data parity error,29
220,1128970689,R10-M1-N6,R10,M1,N6,J14-U01,computation, instruction address: 0x0000a374,29
221,1128970690,R10-M1-N6,R10,M1,N6,J14-U01,computation, machine check status register: 0x91800000,29
222,1128970690,R10-M1-N6,R10,M1,N6,J14-U01,computation, summary...........................1,29
223,1128970690,R10-M1-N6,R10,M1,N6,J14-U01,computation, instruction plb error.............0,29
224,1128970690,R10-M1-N6,R10,M1,N6,J14-U01,computation, data read plb error...............0,29
225,1128970691,R10-M1-N6,R10,M1,N6,J14-U01,computation, data write plb error..............1,29
226,1128970691,R10-M1-N6,R10,M1,N6,J14-U01,computation, tlb error.........................0,29
227,1128970691,R10-M1-N6,R10,M1,N6,J14-U01,computation, i-cache parity error..............0,29
228,1128970692,R10-M1-N6,R10,M1,N6,J14-U01,computation, d-cache search parity error.......0,29
229,1128970692,R10-M1-N6,R10,M1,N6,J14-U01,computation, d-cache flush parity error........1,29
230,1128970692,R10-M1-N6,R10,M1,N6,J14-U01,computation, imprecise machine check...........1,29
231,1128970692,R10-M1-N6,R10,M1,N6,J14-U01,computation, machine state register: 0x00003000,29
232,1128970693,R10-M1-N6,R10,M1,N6,J14-U01,computation, wait state enable.................0,29
233,1128970693,R10-M1-N6,R10,M1,N6,J14-U01,computation, critical input interrupt enable...0,29
234,1128970693,R10-M1-N6,R10,M1,N6,J14-U01,computation, external input interrupt enable...0,29
235,1128970693,R10-M1-N6,R10,M1,N6,J14-U01,computation, problem state (0=sup,29
236,1128970694,R10-M1-N6,R10,M1,N6,J14-U01,computation, floating point instr. enabled.....1,29
237,1128970694,R10-M1-N6,R10,M1,N6,J14-U01,computation, machine check enable..............1,29
238,1128970694,R10-M1-N6,R10,M1,N6,J14-U01,computation, floating pt ex mode 0 enable......0,29
239,1128970696,R10-M1-N6,R10,M1,N6,J14-U01,computation, debug wait enable.................0,29
240,1128970812,R10-M1-N6,R10,M1,N6,J14-U01,computation, debug interrupt enable............0,30
241,1129097689,R07-M0-NE,R07,M0,NE,J10-U11,computation, machine check interrupt,31
242,1129097690,R07-M0-NE,R07,M0,NE,J10-U11,computation, instruction address: 0x004ed230,31
243,1129097690,R07-M0-NE,R07,M0,NE,J10-U11,computation, machine check status register: 0x81000000,31
244,1129097690,R07-M0-NE,R07,M0,NE,J10-U11,computation, summary...........................1,31
245,1129097690,R07-M0-NE,R07,M0,NE,J10-U11,computation, instruction plb error.............0,31
246,1129097691,R07-M0-NE,R07,M0,NE,J10-U11,computation, data read plb error...............0,31
247,1129097699,R07-M0-NE,R07,M0,NE,J10-U11,computation, data write plb error..............0,31
248,1129097709,R07-M0-NE,R07,M0,NE,J10-U11,computation, tlb error.........................0,31
249,1129097726,R07-M0-NE,R07,M0,NE,J10-U11,computation, i-cache parity error..............0,31
250,1129097748,R07-M0-NE,R07,M0,NE,J10-U11,computation, d-cache search parity error.......0,31
251,1129097764,R07-M0-NE,R07,M0,NE,J10-U11,computation, d-cache flush parity error........1,31
252,1129097776,R07-M0-NE,R07,M0,NE,J10-U11,computation, imprecise machine check...........0,31
253,1129098173,R27-M1-N8,R27,M1,N8,J10-U01,computation, machine check interrupt (bit=0x06): L3 major internal error,32
254,1129150933,R52-M1-N9,R52,M1,N9,J04-U11,computation, machine check interrupt,33
255,1129150933,R52-M1-N9,R52,M1,N9,J04-U11,computation, instruction address: 0x00016f20,33
256,1129150934,R52-M1-N9,R52,M1,N9,J04-U11,computation, machine check status register: 0x81000000,33
257,1129150934,R52-M1-N9,R52,M1,N9,J04-U11,computation, summary...........................1,33
258,1129150934,R52-M1-N9,R52,M1,N9,J04-U11,computation, instruction plb error.............0,33
259,1129150935,R52-M1-N9,R52,M1,N9,J04-U11,computation, data read plb error...............0,33
260,1129150935,R52-M1-N9,R52,M1,N9,J04-U11,computation, data write plb error..............0,33
261,1129150935,R52-M1-N9,R52,M1,N9,J04-U11,computation, tlb error.........................0,33
262,1129150936,R52-M1-N9,R52,M1,N9,J04-U11,computation, i-cache parity error..............0,33
263,1129150936,R52-M1-N9,R52,M1,N9,J04-U11,computation, d-cache search parity error.......0,33
264,1129150936,R52-M1-N9,R52,M1,N9,J04-U11,computation, d-cache flush parity error........1,33
265,1129150936,R52-M1-N9,R52,M1,N9,J04-U11,computation, imprecise machine check...........0,33
266,1129150937,R52-M1-N9,R52,M1,N9,J04-U11,computation, machine state register: 0x00003000,33
267,1129150937,R52-M1-N9,R52,M1,N9,J04-U11,computation, wait state enable.................0,33
268,1129150938,R52-M1-N9,R52,M1,N9,J04-U11,computation, critical input interrupt enable...0,33
269,1129150940,R52-M1-N9,R52,M1,N9,J04-U11,computation, external input interrupt enable...0,33
270,1129150944,R52-M1-N9,R52,M1,N9,J04-U11,computation, problem state (0=sup,33
271,1129150951,R52-M1-N9,R52,M1,N9,J04-U11,computation, floating point instr. enabled.....1,33
272,1129150960,R52-M1-N9,R52,M1,N9,J04-U11,computation, machine check enable..............1,33
273,1129150973,R52-M1-N9,R52,M1,N9,J04-U11,computation, floating pt ex mode 0 enable......0,33
274,1129150986,R52-M1-N9,R52,M1,N9,J04-U11,computation, debug wait enable.................0,33
275,1129150994,R52-M1-N9,R52,M1,N9,J04-U11,computation, debug interrupt enable............0,33
276,1129150999,R52-M1-N9,R52,M1,N9,J04-U11,computation, floating pt ex mode 1 enable......0,33
277,1129150999,R52-M1-N9,R52,M1,N9,J04-U11,computation, instruction address space.........0,33
278,1129151000,R52-M1-N9,R52,M1,N9,J04-U11,computation, data address space................0,33
279,1129151000,R52-M1-N9,R52,M1,N9,J04-U11,computation, core configuration register: 0x00002000,33
280,1129151001,R52-M1-N9,R52,M1,N9,J04-U11,computation, disable store gathering..................0,33
281,1129151001,R52-M1-N9,R52,M1,N9,J04-U11,computation, disable apu instruction broadcast........0,33
282,1129151001,R52-M1-N9,R52,M1,N9,J04-U11,computation, disable trace broadcast..................0,33
283,1129151001,R52-M1-N9,R52,M1,N9,J04-U11,computation, guaranteed instruction cache block touch.0,33
284,1129151002,R52-M1-N9,R52,M1,N9,J04-U11,computation, guaranteed data cache block touch........1,33
285,1129151002,R52-M1-N9,R52,M1,N9,J04-U11,computation, force load/store alignment...............0,33
